,2,3,4,5,6,7,8,9,10,11,12,13,14,16,18,20,25,30
GMM,0.36303281387487396,0.4177488514225116,0.4512878085753302,0.5105342095725389,0.5225573523625711,0.5133618670789131,0.5130469806711567,0.510176311025447,0.5248139727684555,0.5248139727684555,0.523501632454584,0.5393494329110207,0.5303381829486506,0.5284635138294695,0.539170863898872,0.5413593994746861,0.5448284870440759,0.5520706865791906
Kmeans,0.29831706695045285,0.2930454764879848,0.2798643066542132,0.2845362122445916,0.28245134491308305,0.28245134491308305,0.2849314479863045,0.27965524377927076,0.2754222814637127,0.2659373825953136,0.285023877105665,0.2735838324591716,0.28896783964700934,0.3216439275866057,0.3397070905072732,0.34610142892063056,0.3925516296861669,0.4078879712144492
