,2,3,4,5,6,7,8,9,10,11,12,13,14,16,18,20,25,30
GMM,0.0324790339410934,0.03244477166972257,0.0290378193022358,0.025033474152502375,0.03434554638465312,0.04673945186737742,0.04315073841692219,0.053735450503652644,0.05648098363146253,0.050224645446890474,0.050000813586178604,0.05479606573969819,0.04564307302840793,0.05726592537126452,0.053924231152535106,0.05819469894731501,0.058227797930760626,0.0631685252148061
Kmeans,6.25760756212005e-07,0.05884779141185058,0.03946216116701274,0.027095828565707917,0.02284437817151621,0.02491081491034743,0.04582847197924568,0.05058899604251498,0.04486029661800177,0.05750903326689076,0.05398270729834561,0.049230153826967375,0.06054803050032805,0.05895526331496952,0.054533191335907075,0.04946976278126983,0.04981326958711848,0.0521700572982214
