,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,param_clf__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.12965798377990723,0.04712408782947709,0.0006639480590820313,0.00010663665353188298,"(10, 10)",0.01,2,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 2}",0.6058631921824105,0.6054347826086957,0.8913043478260869,0.6065217391304348,0.6065217391304348,0.6631291601756126,0.11408834189971705,13
1,0.2911555767059326,0.0931226143199156,0.0006138324737548828,6.570324651008657e-06,"(10, 10)",0.01,5,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 5}",0.8729641693811075,0.8978260869565218,0.8989130434782608,0.9206521739130434,0.7576086956521739,0.8695928338762215,0.05799251778025974,12
2,0.18416614532470704,0.02762371279334161,0.0006189823150634765,6.086728733623689e-06,"(10, 10)",0.01,10,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 10}",0.9098805646036916,0.9108695652173913,0.9152173913043479,0.9358695652173913,0.8141304347826087,0.8971935042250863,0.04258677693803076,10
3,0.24351167678833008,0.08092805573204095,0.0006206035614013672,9.78039392146184e-06,"(10, 10)",0.01,15,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 15}",0.9153094462540716,0.925,0.9206521739130434,0.9402173913043478,0.7869565217391304,0.8976271066421185,0.05595356084851836,9
4,0.24926719665527344,0.045881313830030725,0.0006482601165771484,1.6422869840888404e-05,"(10, 10)",0.01,20,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 20}",0.9218241042345277,0.9228260869565217,0.9217391304347826,0.9380434782608695,0.8119565217391305,0.9032778643251664,0.046076349450088115,7
5,0.24870653152465821,0.021574566952726228,0.0006484031677246094,7.126442601115953e-06,"(10, 10)",0.01,25,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 25}",0.9196525515743756,0.9141304347826087,0.9260869565217391,0.9271739130434783,0.8032608695652174,0.8980609450974839,0.047632977040898264,8
6,0.2305816650390625,0.023330929164938407,0.0006925106048583984,7.287229450986363e-05,"(10, 10)",0.01,30,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 30}",0.9207383279044516,0.9141304347826087,0.9326086956521739,0.9293478260869565,0.7880434782608695,0.896973752537412,0.054850417046700316,11
7,0.3049738883972168,0.06531508711929063,0.0008255958557128907,0.00019965749772778225,"(10, 10)",0.01,35,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 35}",0.9218241042345277,0.9282608695652174,0.933695652173913,0.9478260869565217,0.8130434782608695,0.90893003823821,0.04870402160296063,6
8,0.34133257865905764,0.07817651449451546,0.0007345676422119141,0.00010117345147160015,"(10, 10)",0.01,40,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 40}",0.9294245385450597,0.9282608695652174,0.9326086956521739,0.9391304347826087,0.8521739130434782,0.9163196903177075,0.03229449274668181,2
9,0.31323847770690916,0.04844989991741533,0.0007201671600341797,7.750644415142693e-05,"(10, 10)",0.01,45,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 45}",0.9305103148751357,0.941304347826087,0.9369565217391305,0.9358695652173913,0.8369565217391305,0.916319454279375,0.03983012900406798,3
10,0.3319770336151123,0.07418023116766591,0.0007440567016601563,8.78682155567935e-05,"(10, 10)",0.01,50,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 50}",0.9218241042345277,0.9369565217391305,0.933695652173913,0.933695652173913,0.85,0.9152343860642969,0.033022529829692955,4
11,0.2999118328094482,0.04050641252368762,0.0008176803588867187,0.0002217662739397784,"(10, 10)",0.01,55,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 55}",0.9283387622149837,0.9347826086956522,0.9293478260869565,0.9423913043478261,0.8347826086956521,0.9139286220082141,0.03988610902356461,5
12,0.28994574546813967,0.02384153613855667,0.000784921646118164,9.54057378130793e-05,"(10, 10)",0.01,57,"{'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01, 'clf__n_components': 57}",0.9239956568946797,0.9358695652173913,0.9304347826086956,0.9478260869565217,0.8521739130434782,0.9180600009441534,0.03386013664402996,1
